P,S
먼저 내가 그동안 어떤 점이 부족했는지를 차분하게 생각해보면서 마음을 진정시키려고 해.,자신을 돌아보는 시간을 통해 격앙된 감정을 진정시키고자 하시는군요.
비타민 외에 다른 의약품도 알아볼 거야.,건강을 위해 노력하고 계시는군요.
돈을 모아도 돈이 없어.,돈에 대한 고민이 많으시겠어요.
벌어도 돈이 안 모여.,저축은 안하시나요?
도대체 왜 받기 싫은데 의무적으로 하라는지 원.,확실히 강제성이 느껴지네요.
팀 분위기가 나빠지면 다음 업무도 제대로 진행되지 않을 것 같은 느낌이 들어.,어떻게 하면 팀 분위기를 좋게 만들 수 있을까요?
근데 나는 거절을 못 해서 아무말도 못 하고 하라는 대로 다 하고 있어.,어떻게 해야 거절을 잘 하게 될까요?
내가 어떻게든 복수할거야.,제 도움이 필요하면 언제든 말해주세요.
젊어서 고생은 사서도 한다는데 열심히 노력했는데도 끝은 해피엔딩이 아닌 것 같아.,열심히 노력하며 사신 것 같은데 그런 마음이 든 이유라도 있으세요?
경제가 어려운지 조금 안면이 있으면 무조건 들어달라고 하니 나도 상황이 안 좋다고 딱 잘라야지.,재정 상황이 안 좋다고 말씀하려는군요.
있을 땐 그렇게 자주 오고 연락도 자주 하더니 내가 어려우니깐 이젠 연락도 안 받아.,어떻게 하는 게 자식들과 관계에 도움이 될까요?
나처럼 가진 것 없는 사람들은 대체 어떡하라고 이렇게 살기가 어려운 걸까.,지금의 기분에서 벗어나기 위해 할 수 있는 무언가가 있을까요?
어렸을 때부터 가을 천식이 있는데 밤마다 잠을 못 자고 낮에만 자.,밤에 잠을 못 주무시니 무척 힘드시겠네요.
심해지는데 병원비 때문에 참으니깐 내가 참지 못하고 큰소리를 내버렸지 뭐.,병원비 때문에 참으셔서 더 속상하셨겠어요.
아무리 틀에박혔다고 해도 요즘 게이머가 얼마나 유망직종인데.,그럼 이 상황에서 할 수 있는게 어떤게 있을까요?
무슨 일 해도 해도 끝이 없지?,끝이 보이지 않는 업무량이 무척 부담스러우시겠네요.
그래도 취업 문이 좁은 현실은 어쩔 수 없다는 건 알지만 이런 현실이 화나!,어떻게 하면 좋을까요?
컴퓨터를 양보하지 않는 누나를 때리고 싶은데 어떡하지.,어떻게 해야 누나가 양보를 할까요?
응 귀찮고 힘든데 자꾸 하라고 하잖아.,누가 자꾸 하라고 하시나요?
이달 말에 준다고 했는데 그때까지 버티는게 걱정이야.,어서 시간이 지나 돈을 받으셨으면 좋겠어요.
오늘 학원 안 가고 노래방 갈거야!,가끔씩은 일상 밖으로 나가는 것도 좋겠네요!
나랑 싸우고 엄마한테 편들어달라고 그러는거 같아.,정말 속상하실것 같아요.
요즘은 초등학생 때부터 사춘기가 오나 봐요.,아이와 대화를 나누어 보셨나요?
힘들다고 도움을 요청하면 그것도 모르냐고 얕볼 거 같아.,힘들다고 얘기하면 직장 내에서 얕잡아 보일까 걱정이군요.
난 아직 어린대 어른들은 왜 나를 계속 힘들게만들까.,좋게 풀렸으면 좋겠네요.
상사니까 어쩔수없이 따라갔는데 진짜 그런 사람들 역겨워.,진짜 싫으신가봐요.
그냥 친구들 얘기랑 비밀 같은거?,비밀을 봐서 기분이 안좋았군요.
오래 살수록 병원비가 계속 들어가니까 돈을 많이 모아놓을 걸 후회가 되네.,상황을 개선할 방법은 어떤 게 있을까요?
핏줄이 안 보이는 것도 아닌데 자꾸 찔렀다가 뺐다가 하니까 좀 짜증나.,이 상황에서 어떻게 해야 좋을까요?
별것도 아닌 일로 나를 혼냈어.,어떤 상황이었는지 자세히 말해주시겠어요?
트림할 때나 방귀를 막 뀔 때는 내가 여자랑 사는지 남자랑 사는지 모르겠어.,부인이 생리현상을 편하게 내보이시는 게 당황스러우시군요.
아무리 다 컸다지만 이렇게 엄마를 신경 안 써주다니 섭섭해.,따님이 보고 싶을 때 어떻게 하면 좋을까요?
또 물어보면 확실하게 말해야겠어.,어머니께 어떻게 말씀드릴 생각인가요?
건강을 위해서 항상 식사에 신경쓰는데 식구들은 날 유별난 사람 취급하면서 몰래 나가서 자기들끼리 기름지고 해로운 음식을 먹고와.,가족분들이 마음을 알아줄 수 있는 방법은 없을까요?
그거 좋은 방법이네요.,회사에서 나만 빼고 다 진급했어.
내 주위에는 내 말 들어주는 사람이 없어서 너무 괴로웠는데 내 말을 들어주는 네가 있어 위안이 된다.,저의 존재가 위로가 되었다니 정말로 좋습니다.
매일매일 늦게까지 술을 먹고 들어와.,남편분이 매일 술을 드셔서 힘드시겠군요.
아무리 일이 바쁘다지만 내가 입원까지 했는데 정말 속상하고 화가 나기까지 해.,어떻게 하면 속상하고 화나는 감정에서 벗어날 수 있을까요?
건강이 안 좋아서 일을 못하니 너무 화가 나 네.,건강 때문에 일을 못해서 화가 나 시는군요.
몇 번 그 말을 듣기는 했는데 들을 때마다 너무 화가 치밀어 올라.,지금의 감정에서 조금 벗어나기 위해 해 보고 싶은 일은 무엇이 있을까요?
간식을 먹으면서 스트레스를 풀고 있어.,간식을 드시면서 스트레스를 푸는 것도 좋은 방법 같군요.
자기 이윤만 생각하고 남의 건강은 아랑곳하지 않는 악의적인 인간들이지.,이윤만을 위해 윤리의식을 잃은 사례가 무척 악의적이라고 느끼시나 봐요.
상대는 아직 나에 대해 더 알아가고 싶다는데 내가 너무 결혼을 재촉하는 거 같아.,결혼을 재촉하는 것 외에 다른 방법은 없을까요?
그니까 안하고 싶은데 자꾸 전화를 하잔아,전화 오면 물어봐 너믿고 주식 했다가 망하면 니가 책임 질거냐구?
자기 과제를 왜 계속 나한테 물어보는지 모르겠어.,친구가 자기 과제를 물어보니까 귀찮으실 것 같아요.
몸은 다행스럽게도 괜찮은데 요즘 참 성가신 일이 많아서 말이지.,몸 챙겨가면서 하세요.
그렇고 말고 저금리로 인해 노후 자금이 잘 모이지 않아.,그럼 앞으로 이를 어떻게 극복하실 거예요?
적어도 선생이란 사람은 저러면 안 되지.,이 상황에 좋게 마무리 되려면 어떻게 하는 게 좋을까요?
돈을 제대로 안챙겨줘.,제 도움이 필요하면 언제든 말해주세요.
정말 너무 짜증나서 욱해서 달아버렸어.,정말 짜증이 났군요.
서로 사랑한다고 생각했는데 이제 보니 나 혼자 사랑한 것 같아서 헤어짐을 준비해야겠어.,사랑하는 사람에게 충분히 사랑받지 못하는 기분이 들어 힘겨우시군요.
계획을 세워서 최대한 아껴서 지출할거야.,정말 멋진 방법이에요.
친구가 자꾸 음식을 권하는데 나는 몸매관리를 위해 먹고 싶지 않아.,친구가 음식을 권할 때 어떻게 대처하셨나요?
누가 말시키는 것도 별로고 혼자 있는게 편해.,때로는 혼자가 편할 수도 있겠네요.
왜 오라고 하는지 안내받지도 못했고 가는 게 너무 귀찮아.,병원에 문의는 해 보셨나요?
다른 회사 친구들보다 입사도 빨랐는데 월급은 훨씬 적어.,입사 시기 대비해서 친구들보다 월급이 적군요.
큰 금액이 아니라도 성의 표시라도 하는 게 자식 된 도리라고 생각해.,어떻게 하면 지금의 기분이 조금 더 나아질 수 있을까요?
세월이 너무 빠르다 보니.,너무 빠르죠.
아내와 잠깐 머리를 식히러 가까운 곳에 휴가를 가서 다시 상의해봐야겠어.,부부가 함께 상의하려 하시는군요.
나와 입사동기인 남자애는 진급을 했거든,상황 해결을 위한 방법에 무엇이 있을까요?
여기저기 너무 많이 쓰고 다녔어.,어디에 주로 돈을 쓰세요?
연락을 조금만 신경 써서 해주면 좋겠는데 귀찮다고 하면서 대충대충 연락해.,어떤 것이 지금 기분을 조금 나아지게 할 수 있을까요?
한두 번도 아니고 보고 있자니 구역질 나고 더 이상 방관할 수 없어.,지금 상황을 변화시키기 위해 해볼 수 있는 일들에는 무엇이 있을까요?
출산 계획에 대해서 자꾸 재촉하셔서 불안해.,불안한 기분에서 벗어나기 위해 무엇을 할 수 있을까요?
같이 승진을 앞두고 저 혼자 앞서 가겠다고 선물공세라니.,동기가 승진하고 싶다고 선물을 하는 걸 본 후 마음이 편치 않으실 것 같아요.
자꾸 나이가 쉰이라고 은퇴하라고 이야기를 하니깐 말이야.,은퇴 이야기때문에 성가셔하시는군요.
얼른 병원에 가서 건강을 체크해봐야겠어.,마음이 조급하시군요.
난 가족들과 함께 운동을  하고 싶은데 다들 귀찮아하네.,어떻게 하면 다 함께  운동을 할 수 있을까요?
열심히 하는데 월급이 너무 적어.,많이 속상하시겠어요.
모두에게 호의적으로 보이려면 매일 밥을 사는건 어떨까.,노력하고 싶은 마음이 언젠간 드러나게 될거에요.
밥을 차려주지 않으니까 너무 화가났어.,아내 분도 이유가 있어서 차려주지 않았던게 아닐까요?
나이 들면 병원비도 들고 돈 쓸 곳도 많은데 새로 구입해야 하면 어떠나 걱정이 되네.,계획된 게 아니면 새로운 지출에 대해 걱정이 많이 되겠어요.
서서하는 일을 해서 허리나 다리에 무리가 많이 가서 그렇다네.,서서하는 일에 많이 힘드셨군요.
이런 힘든 마음을 아무도 몰라줘서 더 답답한 거 같아.,어떤 것이 답답함을 덜 느끼는 데 도움이 될까요?
더 나이들기 전에 건강 챙기려고.,건강에 대한 방어적인 모습이네요.
그런데 어쩔 수 없다는 걸 알아서 화가 나.,지금의 기분에서 벗어나기 위해 무언가 할 수 있는 것이 있을까요?
회사에서 너무 적은 월급을 주니까 그렇지.,월급이 너무 적은 게 원인이군요.
평가받기 두려워서 피하고 싶어.,어떻게 하면 상황이 나아질 수 있을까요?
내가 원하는 직업이 무엇인지 아빠한테 말씀드려야겠어.,원하는 직업을 아빠한테 말씀드릴 생각이군요.
잘못하면 허리를 평생 못 쓴다면서 자꾸 권유하더라고.,어떻게 하는 게 최선의 방법일까요?
여자친구는 왜 이렇게 내 휴대폰을 보려 하는지 모르겠어.,이 상황을 어떻게 해결할 수 있을까요?
하나하나 차근차근 해보세요.,결혼하기로 한 사람하고 오늘 헤어졌어.
형이 정말 얄미워.,어떻게 하면 지금 기분보다 더 나아질 수 있을까요?
오래돼서 작업도 잘 안 되는데 돈을 아끼려는 회사의 태도에 구역질이 나.,이 문제를 해결하기 위해서 무엇을 할 수 있을까요?
노후준비해놓은 돈을 아들한테 빌려줬더니 줄 생각도 안 해.,노후준비 자금을 아드님께서 갚지 않으셔서 속상하시겠어요.
제사를 지내고 싶지 않다니 속에서 열불이 나지만 한편으로는 돈 걱정을 하게 되는 내가 싫어.,이 상황을 극복하기 위해서는 어떻게 할 수 있을까요?
마시고 싶은데 자꾸 못먹게 하니까.,커피가 피로도 해소 해주지만 많이 마시면 건강에 해로우니까 그러셨을 거에요.
나는 관광지를 아주 세세하게 시간을 나누어가며 계획을 세웠는데 애들은 따라주기 힘들데.,여행 계획을 세우기 전에 친구분들과 어떤 여행을 원하는지 이야기 나눠보셨나요?
병원에 가면 살 수 있을까?,병원에 가서 치료받으시면 살 수 있을거에요.
그 사람들 목적이 포교인데 난 끌려들어가기 싫어서 일부러 경계하고 무시하는 편이야.,자신의 가치관이랑 다른 것에는 좀 더 거리를 두는편이군요?
다들 경력자를 구하는데 나 같은 사람은 대체 어디서 경력을 쌓으라는 거지?,경력자만 구하는 직장 때문에 많이 힘들어하는 중이군요. 
지금까지 회사를 제대로 다닌 적이 없어서 받지 못할 거 같아.,어떻게 하면 연금을 받고 편한 노후 생활을 지낼 수 있을까요?
모두 퇴학 당했으면 좋겠어,괴롭힙을 당해 갚아주고 싶군요
결혼이 가장 큰 실수인 거 같아.,결혼이 가장 큰 실수로 느끼는군요
아니 왜 내가 사기만 하면 떨어지는 거지?,주식이 떨어져서 실망스러우시군요.
처음 겪는 일이라 어찌해야 할 지 모르겠어.,처음 경험하는 일이라 걱정이 많을 것 같아요.
왜 자기가 하기 싫은 일을 나한테 시키는 건지 모르겠어.,하기 싫은 일을 떠넘기는 건 좋은 오빠의 모습이 아닌 것 같네요.
나도 일해야 하는데 매번 그러니까 너무 성가신 느낌이 들고 일까지 하기 싫어져.,매번 그래서 성가시고 일까지 하기 싫어져서 정말 난처하고 힘드셨겠네요.
자세히 검사도 안 해보고 증상만 듣더니 수술을 권유하잖아.,지금 상황을 개선시키기 위해 무엇을 할 수 있을까요?
나이를 먹으면 당연한 거긴 한데 자녀들이 슬퍼할까 봐 그게 싫어.,어떻게 생각하는 게 가장 좋은 생각일까요?
나는 사고 싶은 게 있는데 나만 못 사는 것 같아.,당신이 사려고 하는 게 비싼 건가요?
매일 전화하는 것도 귀찮아 죽겠어.,귀찮지 않으려면 어떤 방법이 있을까요?
