P,S
여기저기 아프기 시작하는 것 같아.,많이 아프신가요?
코로나로 인해 가게 문을 닫는 날이 더 많아지고 수입이 없으니 경제적인 문제로 남편과 잘 다투게 돼.,경제적인 문제를 시작으로 부부 문제까지 생겨 많이 힘드시겠어요.
나는 정말 친한 친구라고 생각해서 털어놨던 건데 그걸 약점 잡아 나를 무시하니 너무 억울하고 속상해.,이 상황에서 할 수 있는 게 어떤 것이 있을까요?
아빠가 좀 조용히 해줬으면 좋겠어.,어떻게 해야 이 상황이 나아질까요?
다들 대화를 안 해.,그럼 보통 뭘 하세요?
나이가 들어서 돈을 벌기도 어려운데 지원기준에도 떨어져서 막막하군.,이 상황을 어떻게 하면 나아질 수 있을까요?
왠지 이제는 예전처럼 지인들과 산행을 못 할 것 같은 느낌이 들어 비통함 마저 드네.,비통할 정도로 지인들과 산행을 못 하는 것이 슬프신 거군요. 
한창 결혼 준비를 하고 있었는데 파혼하게 됐거든.,파혼하게 되어서 낙심한 것 같군요.
그러려고 했던 건 아니었는데 의도치 않게 상대의 기분을 상하게 했어.,순간적인 부분으로 긴 시간 동안 생각이 많으시겠어요.
성적에만 관심을 가지시니 오히려 더욱 스트레스를 받아.,어떻게 하면 우울한 기분에서 벗어날 수 있을까요?
자꾸 떨어지니까 자존감도 낮아지고 기운도 없어.,기운 없으시겠지만 너무 실망하지 마시고 힘내서 다음을 준비해보는 건 어떨까요?
더 아플까 봐 무섭기도 하고 아내에게 미안하기도 해.,앞으로는 어떻게 하는 게 좋을까요?
내년까지는 다닐 줄 알았는데 희망퇴직 대상이 되었어,생각보다 일찍 직장을 그만두게 되어 슬프시겠어요.
자꾸 대학 잘 간 형이랑 비교하면서 공부 못한다고 핀잔을 주셔.,공부가 다가 아닌데도 비교하면서 나무라시면 답답하시겠어요.
맞아,하지만 그게 나중에 들키는것보단 미리 말씀드리는게 낫지 않을까요?
가족을 위해서만 살았지 건강검진 한 번 제대로 안 했어.,그동안 몸도 못 돌보고 바쁘게 사셨군요.
내 얘기를 잘 안믿어줘.,남편때문에 고민이 많으시겠어요.
그러니까 근데 다 까먹고 있어,그럼 내신을 포기하고 특기는 어때?
내가 생각했던 황금빛 미래는 펼쳐지지 않는다는 것을.,생각했던 것처럼 일이 잘 안 풀려서 속상하시겠어요.
주변 사람들이 너무 이기적이야.,어떤 사람들이요?
아무래도 재수를 해야 할 것 같아.,성적이 낮게 나와서 재수를 하셔야 한다니 힘내세요.
엄청 안좋은건 아닌데 난 아프게 오래살바엔 그냥 빨리 죽고싶거든.,어떤 말씀이신지는 알 것 같아요.
지금까지 단 한 번도 그런 적이 없었는데 아내의 그런 모습에 환멸을 느껴.,과격한 욕으로 인해 아내분에게 환멸을 느끼시는군요.
열심히 일해서 성과를 낸다고 해도 성과금은 임원들만 가져가.,성과금을 임원들만 가져간다니 정말 화가 날 만하겠어요. 
모든것이 귀찮고 하기 싫어,우리들 모두 귀찮고 힘든때가 있어요 잠니 쉬었다 가도 괜찮을거에요
내 친구가 날 배신했어.,친구에 대한 고민이 많으시겠어요.
나한테 수련회 간다고 했는데 알고 보니 나이트클럽을 갔더라고.,동생이 거짓말을 해서 실망하셨군요.
부모님이 더 이상 싸우시지 않았으면 좋겠어.,어떻게 해결하실 건가요?
또래들 보니까 조만간 하더라고.,소중한 직장이었나요?
가족들도 나를 버린 것 같아.,이떻게 하면 이 기분이 풀릴까요?
준비는 하고 있지만 요즈음 같은 불경기에 재취업은 어려울 것 같아.,불경기 때문에 정말 걱정이시겠어요.
사랑하는 사람 만나서 결혼도 하고 싶은데 마음처럼 쉽지가 않아.,사랑하는 사람을 만난다는 게 쉽지 않게 느껴지시는군요.
독서라도 하면서 마음을 가라앉혀야 할 것 같아.,독서를 하면 안 좋은 기분을 가라앉힐 수 있군요.
패딩 주머니에 담배가 나왔지뭐야.,정말 놀라셨겠어요.
일주일 내내 마셔서 얼굴만봐도 술병으로 보여.,너무 지치셨군요 자제를 권해 보셨나요?
이런저런 이야기를 하면서 서로 힘내자 했었는데 말이야.,지금의 기분을 좋게 전환하기 위해 하실 수 있는 일이 없을까요?
퇴직금으로 새로운 사업을 시작하려 했는데 돈이 모자라. ,모자란 자금을 모을 만한 다른 방도가 있을까요?
매일 놀기만 하고 폰만 보는데 공부를 할까 의문점이 들거든.,자녀에 대해 염세적인 생각을 하시는 군요.
다녀왔는데도 계속 안 좋아.,이유가 뭔지 생각해보셨나요?
정치 이야기를 하다가 말다툼을 했어.,말다툼해서 기분이 안 좋으시겠어요.
이제 남은 노후를 어떻게 마감해야 할지 고민이야.,그래도 빨리 발견해서 다행이네요.
친구를 많이 사귀고 싶은데 사교성이 부족해서 고민이야.,어떻게 하면 사교성을 기를 수 있을까요?
지인들이 세상을 떠나고 있어.,상심이 크시겠어요.
보호자가 옆에 없다고 나를 포함해서 노인들을 그런 식으로 대하니까 환멸이 나지.,이 문제를 해결하기 위해서 무엇을 할 수 있을까요?
끝없이 일만 하면서 살아야 하는 내 인생이 불쌍하고 내 노력을 몰라주는 회사가 싫어졌어.,이 상황에서 벗어나기 위한 방법은 무엇이 있을까요?
노래를 들으면 진정이 돼.,노래를 들으면 진정이 된다니 정말 다행이네요.
선생님께 말씀드리면 지금보다는 덜 괴롭힐 것 같아.,선생님께 도움을 요청하는 방법이 있군요.
다른 집들은 대식구가 모두 모이는데 우리 집만 조용했어.,어떻게 하면 기분이 나아질까요?
벌어놓은 돈이 없으니 기분이 항상 바닥이야.,재정 문제인 것 같네요.
건강하다고 자신만만한 친구였는데 갑자기 암으로 세상을 떠난 거야.,친한 친구가 세상을 떠나 마음이 매우 슬프고 아프겠네요.
더 이상의 교류도 없고 친구끼리 연락도 하지 않아.,그런 상태를 말하는 것이군요.
아빠의 손을 보니 아빠가 건강하지 못하신 것 같아서 눈물이 나.,이 문제를 해결하기 위해서 무엇을 할 수 있을까요?
영어 능력이 많이 부족하다고 생각해 그래서 영어 공부를 더 열심히 해야할 것 같아,부족한 부분을 찾으시고 발전해 나가시려는 모습이 보기 좋네요
그 친구는 내가 좋아하는 줄 모르고 있거든.,이런 상황을 어떻게 하는 것이 가장 좋을까요?
난 정말 훔친 적이 없는데 반 친구의 용돈이 내 가방 속에 있었어.,어떻게 해야 이 상황에서 벗어날 수 있을까요?
나는 언제 돈 벌어서 재테크도 해보고 성공도 해보지.,성공할 수 있는 방법엔 무엇이 있을 까요?
환갑이 넘었지만 운동을 통해 건강을 회복 해야겠어.,그가 좋은 생각 같아요.
오래 연락할 사람하고만 친해지는 스타일이시군요.,오늘 오래 사귄 여자친구와 헤어졌어.
내가 버는 것의 일부가 매번 병원비로 들어가니까 눈물나.,병원비 부담이 크신가봐요.
내 건강이 안좋아져서 가족생각부터 나.,제가 항상 응원할게요.
남들은 승승장구하고 있는데 나는 아직도 이렇게 취업준비하면서 정해진 진로 없이 지내고 있는 게 너무 낙담스럽고 비참해.,타인과 비교해 보니 나는 다른 사람들보다 진로가 정해져 있지 않은 부분 때문에 좌절감이 느껴지고 인생의 쓴 맛 같은 것이 느껴지시나 보네요.
그럼 나는 어떻게 되는 건지 눈물이 날 것 같아.,기분이 나아지기 위해 무엇을 해야 할까요?
내 학업이나 연애 뭣 하나도 제대로 되고 있는 게 없으니까.,학업과 연애에 관해 무능하다고 여겨진다면 다른 분야는 어떤가요?
나는 꽤 친하다고 생각한 사람인데 이번에 결혼을 했다는 걸 에스엔에스를 통해 알게 됐어. 초대 연락 한 번 없다니,친하다고 생각한 사람이 결혼 소식을 알리지 않았다니 많이 섭섭했겠네요. 
이야기만 하면 계속 다툼이 일어나.,그 이유가 무엇일까요?
새벽에 내가 깨어 있었더라면 조금은 달라지지 않았을까 되게 비통해.,좋은 곳으로 가셨을 거에요.
더 힘든 건 이 고민을 이야기하고 조언을 들을 만한 사람이 주변에 없어.,다른 사람의 조언을 듣기 위해 지금 할 수 있는 방법은 무엇이 있을까요?
친구에게 한번 말 예쁘게 해달라고 부탁드려보세요.,몇번 말을 했는데도 그대로야.
응 열심히 일하는데 도저히 돈이 모이지 않아.,일한 보람이 눈에 보이지 않아 갑갑한 마음이 크시겠어요.
아기도 낳을 거 같은데 아기용품도 미리 사둘까 고민 중이야.,어떤 아기 용품을 가장 먼저 사실 계획이세요?
코로나가 괜찮아지다가 갑자기 확진자가 확 늘어나서 스트레스가 너무 쌓이더라고.,사람들의 부주의함 때문에 줄지 않는 확진자 수를 보면 더 스트레스 받으시겠어요. 
자식들에게 유산을 가지고 싸우고 있어.,정말 슬픈 상황이네요.
만성질환은 없어.,연세가 어떻게 되세요?
긴 시간동안 각자 너무 다른 삶을 살게 되었어. ,더 이상 친구들과의 공감대가 없다고 생각하세요?
나도 신입들처럼 스펙이 뛰어 낫음 좋겠어.,신입들에게 어떻게하면 스펙이 뛰어 날 수 있을지 물어보는건 어떨까요?
더 열심히 해서 능력을 발휘했다면 더 행복했을 텐데 슬프네.,능력을 더 발휘해서 행복하기 위해선 어떻게 해야 할까요?
돈만 보고 평생을 살아서 그런가봐.,제 도움이 필요하면 언제든 말해주세요.
자식한테 미안해서라도 잘 해야 되겠어.,그것도 좋은 생각이네요.
이제 생활비가 떨어져 가는데 어떻게 해야 할지 막막해.,지금 상황에서 가장 좋은 방법은 무엇일까요?
병원에 입원해 있으면서도 우울하지 않았으면 좋겠어.,입원하면서 우울해 하지 않을 방법이 무엇이 있을까요?
당분간은 좀 쉬면서 생각해볼까 해.,그동안 열심히 하셨으니 조금 쉬시는것도 좋은 생각인것 같아요.
부모님의 기대 때문에 이번 시험의 성적이 내 평소 성적보다 결과가 안 좋을까 봐 두려워.,어떻게 하는 것이 부담스럽고 두려운 마음을 덜어줄 수 있을까요?
앞날을 생각하면 앞이 캄캄해.,꼭 취업에 성공하시기를 빌어요.
늙고 병드니 다 소용없다고 생각돼.,제 도움이 필요하면 언제든 말해주세요.
응 좋은 사람이었는데 말이야.,어떻게 하면 슬픔을 덜어내실 수 있을까요?
두통이 너무 심한데 약을 먹어도 듣지를 않네.,두통으로 아주 힘드셨군요.
내가 살아온 세월이 파노라마처럼 지나가는 기분이 들었어.,마음이 울컥했겠어요.
남편도 나도 많이 불안해하고 있는 거 같고 불안해.,어떻게 두 분의 불안한 마음을 풀 방법이 없을까요?
한 단계 낮은 대학에 지원해야겠어.,좋은 결과 있기를 바랄께요.
후배 남자 직원한테 선배 여직원이 커피를 대접하고 있어.,정말 요즘 세상에 어울리지 않는 사람이네요.
술을 먹지 못하게 하는 아내가 이해가 되지만 한편으로는 원망스러운 마음이 들어.,아내에 대한 원망스러운 마음을 어떻게 하면 좋을까요?
손은 떨리지만 아직 일을 더 하고 싶어.,그렇게 하려면 어떻게 해야 할까요?
다른 친구들은 벌써 배우고 싶은 전공을 정해서 길을 찾아가는데 나는 아직도 뭘 해야 좋을지 모르겠어.,그렇다면 선생님께 조언을 구해보면 어떨까요?
매달 비싼 과외비를 들여 공부를 시켰는데 결과가 이모양이라니 정말 힘 빠진다.,딸과 먼저 차분하게 대화를 나누어 보시는 건 어떨까요?
병을 치료할 돈이 부족해.,너무 슬퍼하지 마시고 힘내세요.
업무 스트레스도 심한데 동료들과의 사이도 안 좋아서.,다른 주변인들과 대화를 나눠보시는 것이 어떠세요.
그만 포기할까한다.,마음 상하시지 않기만 바랄께요.
그동안 고생한거 생각하니 눈물이 나네.,감격스러운 순간이군요.
출산에 관해 내 생각을 이해해주지 않고 자꾸 강요해서 너무 슬프고 화가나.,가족들이 중요한 문제에 대한 본인의 생각을 이해해주지 않고 강요해서 많이 힘드시겠어요.
하루 휴가를 내서 가족들과 근교라도 다녀오려 했는데 말이야.,어떤 것이 지금의 이 실망감을 덜 느끼는 데 도움이 될까요?
간병에 효자없다듯이 가족생각하면 슬퍼져.,그래도 가족이  오랜 투병을  그동안 응원해 됐지요?
조금이라도 힘든 일은 할 수가 없어 그러니 어떻게 취업할 생각을 하겠어.,그럼 건강이 좋아지기 위해 어떻게 하실 거예요?
내가 과장만 십 년째야 이번엔 기대가 아주 컸어.,결과가 어떠셨나요?
