P,S
결혼하기 위한 기준이 있었는데 그 기준을 올해 충족했거든.,그 기준이 어떤 것일지 여쭤봐도 될까요?
마흔인데 돈이 많아서.,항상 응원할게요.
그동안 아이가 생기지 않아서 조급한 마음도 있었어.,기다림이 커서 기쁜 마음도 더 커진 것 같아요.
남을 괴롭히면서도 의기양양하더니 이제 죗값을 치르게 되어서 기분이 좋아.,앞으로 어떻게 하면 상황이 더 좋아질 수 있을까요?
그동안 자식들 키우면서 힘들었던 노고가 싹 날아가는 기분이야.,정말 그런 기분이 들겠어요.
응 그래서 지금 나 괴롭힌 얘들 벌 받는 중이야.,다행이네요 앞으로도 행복한 하루되세요.
서로가 공생하는 모습입 보기좋네요.,언제나 신뢰하는 거래처가 있다는 건 너무 좋은일이야.
친구녀석 말을 듣고 투자했는데 재계발지구로 조만간 선정될 것 같아. 다섯 배만 올라도 은퇴 이후 삶은 걱정 안해도 될 것 같아,지인의 조언으로 좋은 기회를 잡아 은퇴 생활의 버팀목을 얻게 되셨네요. 
앞으로 성적을 더 올려서 부모님께 칭찬을 들을거야.,앞으로 성적을 올리기 위해 어떻게 노력할 생각이신가요?
이제 한 가정을 잘 돌보며 살아야지.,어떻게 돌볼 계획인가요?
사랑하는 사람과 평생 함께할 수 있어서 좋은 것 같네.,사랑하는 분과 오래도록 함께 할 수 있어서 행복하시겠군요.
남들보다 건강에 항시 자신 있지.,건강을 항시 유지하시기 바래요.
이번 프로젝트를 나를 믿고 전적으로 맡겨주셨어.,그분에게 감사의 표시를 하실건가요?
다음에도 꼭 또 만나고 싶은데 어떡하지?,다음에 또 만나려면 어떻게 하는 게 좋을까요?
너무 기뻐서 뭘해야 할지 모르겠어.,이제 어디로 출근하게 되나요?
지금은 연애도 하고 있어서 아주 만족스러워.,모든 게 만족스러우시군요.
아버지와 그동안 하지 못했던 대화도 하고 함께 식사도 할 생각하니 기뻐.,떨어져 지낸 시간만큼 나누고 싶은 이야기가 많겠어요.
믿고 따르는 분이라 그분이 소개한 직장은 신뢰할 수 있어.,좋은 결과 있었으면 좋겠습니다.
지난번에 등급이 떨어졌을 때 너무 우울했거든.,등급까지 떨어지다니 우울하셨겠어요.
시간도 맞고 사는 곳도 가깝고 형편도 비슷하고 기회가 좋았어.,아주 잘 맞아서 행운이네요.
예전보다 체력이 좋아졌어.,건강하셔서 좋은 것 같아요.
처음엔 정말 어려웠는데 선배들이 많이 도와줘서 이만큼 적응한 거로 생각해.,선배들이 많은 도움을 줘서 적응할 수 있으셨나 봐요.
이놈이 자긴 건강하고 나보고 저질 몸이라고 하잖아.,친구에게 그런 말을 들으니 아주 속상하셨겠네요.
나를 걱정해주는 사람들이 곁에 있어서 너무 따듯해.,좋은 사람들 덕분에 따듯하신가 봐요.
대인관계가 원만해서 그런가봐.,제 도움이 필요하면 언제든 말해주세요.
가족들과 여행을 준비해야겠어.,좋은여행 되시길 바래요.
하지만 처음 해보는 사회생활이라서 두렵고 걱정스러워.,어떻게 하면 사회생활을 잘해나갈 수 있을까요?
팔 월까지는 여름 성수기라 회사 일이 쉴 새도 없이 바빴는데 앞으로 두 달 정도는 비수기거든.,비수기가 시작되어 일에 여유가 생기셨군요.
이제라도 허락해 주신 부모님께 참 감사해.,결혼 허락해주신 부모님을 실망 시켜드리지 않기 위해 더 행복하게 살아야겠네요.
아무리 세대 차가 있어서 그렇다고 하지만 옳고 그름을 모르는 것 같아요.,옳고 그름을 모르는 것 같군요.
밤낮으로 약속이 넘칠 정도로 친구가 많았거든.,친구분들이 많아 자부심이 크신 것 같아요.
예전에는 갱년기 현상 때문에 너무 힘들었었어.,어떻게 아내와 같이 극복해 나가셨어요?
샘숭전자에 다닌다고 하는데 직업은 괜찮은것 같아,직업도 중요하지만 성격도 중요한 것 같아요
학교에서 진로 상담을 해주시는 선생님이 계시는데 상담을 한번 해봐야겠어.,진로 상담 선생님께 상담을 받기로 하셨군요.
좀 더 안정적이면서도 급여 만족도가 높았으면 해서 취업 준비에 박차를 가했거든.,생각하신 기준에 맞는 회사를 들어가서 만족하신다니 다행이에요. 
아들 주려고 사둔 건데 아들한테 말해야 할까?,어떻게 하는 것이 좋은 방법일까요?
그냥 부하직원들의 고충을 잘 들어주는 편이야.,부하 직원분들은 참 좋으시겠어요.
평생을 내옆에서 고생한 내 아내야.,어떤게 가장 고마운가요?
부모님과 있을 때와 다른 편안함이야.,부모님과 있을 때의 편안함과 여자친구와 있을 때 편안함은 어떻게 다른가요?
나도 커서 저런 멋진 경찰이 될 수 있을까?,경찰관이 그럼 장래희망이신 거예요?
선생님이 친절히 얘기해주셨는데 그 말에 나도 공감되고 앞으로 더 열심히 해야겠단 생각이 들어.,제가 다 기분이 좋네요.
회사 생활에 새로움이 더해지니 활력을 얻을 것 같아.,처음 하시는 재택근무가 만족스러웠으면 좋겠어요.
이 친구와는 정말 어려운 시기도 같이 헤쳐 온 사이라 그런지 더 각별한 것 같아.,앞으로도 두 분 사이가 돈독하기 위해서는 어떤 것이 도움이 될까요?
월세 나오는 부동산이 있어 굳이 자식한테 손 벌리지 않아도 될 것 같아.,안정적인 수입이 있군요.
그만두고 싶을 정도야.,어떻게 해결하실껀가요?
꾸준함이라고 생각해.,정말 멋지세요.
이번엔 상사가 규모가 큰 계약을 우리 팀에 밀어줬어.,규모가 큰 계약을 맡게 되어 기쁘시겠어요.
죽음 이후에 어떤일이 생길지 너무 궁금해.,알 수없는 것에 대한 흥분이 생기시는군요.
그런데 가끔은 이 느긋한 태도 때문에 문제가 생기기도 해.,어떤 점에서 그렇게 느끼셨나요?
뭐 이제 나이도 들고 흔하지만 성인병이 위험수치라네.,성인병이 위험수치여서 더욱 신경쓰이겠군요.
이제 곧 내 병도 나을 수 있을 거야.,예 그렇게 되실 거예요.
꼭 가고 싶은 대학이었기 때문에 합격자 발표를 확인하고서 무척 기뻤어.,원하는 학교에 진학하게 되어서 정말로 행복하시겠어요.
물론 국민연금으로 다 해결되지는 않지만 그래도 이게 얼마나 다행인지.,어떻게 하면 가장 좋은 방법이 될까요?
기업 이미지도 신뢰할 수 있고 사장님이랑 상사들도 매우 신뢰할 수 있는 분들이야.,좋은 직장에 취업하셨네요.
눈 주위를 조심스럽게 해달라고 주문했는데 기대 이상으로 꼼꼼하게 잘해 주어서 아주 만족스러웠지.,정성스러운 서비스에 만족하셨군요.
그런데 아침에 출근해서 컴퓨터를 켜보니 갑자기 잘 되었어.,다행히도 아침에 여유가 생겼군요.
이번 출장으로 고객이 많이 유입되면 늘어난 고객을 관리할 인력도 더 늘어나게 될 거야.,사업이 커질 거라고 생각하시군요.
노후도 걱정이 되고 해서 우리 가족 수입을 계산해봤더니 재정 걱정을 하지 않아도 될 만큼이어서 흐뭇해.,가족 수입이 재정 걱정을 하지 않아도 되서 기분이 좋으시군요.
사실 걱정했는데 건강해서 너무 좋아.,축하드려요 앞으로도 건강하세요.
재정적으로 넉넉하니 맘도 느긋해지네.,마음이 느긋하신가요.
얼마 전 프로젝트에도 소통이 정말 잘 돼더라구.,당신도 열린 사람인가 봐요.
지난달에 우리 부서가 목표를 달성해서 사장님께 칭찬을 들으셨대.,부장님의 기쁨이 곧 부서의 기쁨이군요.
응 앞으로도 관리 잘할거야.,저도 같이 응원할게요.
서로 신뢰하고 있다는 믿음을 계속 지속 할 수 있도록 노력하면 유지 할 수 있을 거 같아.,믿음을 지속 할 수 있도록 노력이 중요하군요!
명절 상여금을 많이 받아서 맛있는 음식을 많이 먹을 거야!,명절 상여금을 많이 받아서 맛있는 음식을 많이 드실 수 있으시겠어요!
나의 모든 얘기를 잘 들어줘.,대화가 잘 통하나봐요.
그동안 학교 가는 게 지옥에 가는 것처럼 힘들었는데 이제 걱정하지 않아도 돼.,어떻게 그들이 사용자님에 대한 괴롭힘을 멈추게 만들었나요?
산모와 아이가 모두 건강했으면 좋겠어.,산모와 아이의 건강을 가장 바라고 계시는군요. 
힘들때 외로울때 함께해주니 마음이 이렇게 편할 수 없어.,마음이 편해지면 육체적 건강도 조금씩 좋아질거예요.
몸도 편하고 마음도 가벼워져서 공부도 잘 되는 것 같아.,앞으로도 계속 태블릿 피시를 들고 다니면서 공부를 하시면 될 것 같네요?
앞으로 더 승승장구 하고 싶어.,그러길 바라요.
병원비로 자식들에게 부담을 안 줄 수 있어.,정말 대단하세요.
어차피 인생에 탄생이 있으면 죽음도 있으니 초월하기로 했지.,멋있으세요 저도 그런 삶을 살아가고싶네요.
갑자기 때려서 나도 화가 많이 나 흥분 상태야.,서로 흥분 상태군요.
아직은 아니지만 내년 하반기에는 이사 갈 수 있을 것 같아.,이사하실 날이 손꼽아 기다려지실 것 같아요.
아직 기간이 좀 남았으니까.,느긋한 태도가 좋은 것 같아요.
업무도 다 끝나고 연휴라서 즐거워.,즐거운 한가위 보내시길 바라요.
자꾸 속이 안좋고 더부룩 해져서 검사 받아봤지.,그랬더니 아무이상없다고 결과가 나온건가요?
다음 방학 때도 시골에 내려갈까 해.,다음에는 얼마나 있으실 건가요?
이제 나도 언젠간 은퇴를 하겠지만 초조하거나 두렵지는 않아.,은퇴에 대해서도 느긋하시네요. 
주식 배당금이 많아 평생 돈 걱정 없어.,열심히 산 보람이 있네요.
같은 병을 앓고 있는 사람들과 교류하면서 서로에게 용기를 줄 수 있도록 하고 싶어.,좋은 생각으로 선거에 출마하시는 거군요.
어지간한 거리는 걸어 다니고 집안일 할 때도 운동이라 생각하고 스트레스 안 받으려고 해.,생활 속에서 건강을 챙기기 위해 노력하고 계시는군요.
집 근처 병원에서 일하고 있어.,오늘 하루 잘 보내시고 내일 기분 좋은 하루가 되시길 바래요.
은퇴 후에는 또 다른 일들을 할 수 있을 거라 생각하니 아주 들떠.,은퇴 후에는 어떤 일들을 하고 싶으신가요?
고혈압인데 검진 받으니 수치가 낮게 나와서 좋았어.,좋은 결과가 있어서 다행이네요.
난 편안해.,그럼 문제가 없을 것 같아요.
감사패를 받는 건 예상 못한 일이라 더 감사한 마음이야.,이제 앞으로는 어떻게 하고 싶으세요?
위가 안 좋아서 검사 받았거든.,그럼 앞으로는 관리 하실건가요?
근데 그로 인해 큰 병으로 발전되지 않은 것 같아.,큰 병이 아닌 것에 지금부터 어떻게 해야 할까요?
은퇴 후 어떻게 살아야 할지 막막했는데 너무 다행이야.,이 상황에서 할 수 있는 게 어떤 것이 있을까요?
자주 다퉜었는데 요즘은 자주 만나다 보니 덜 다퉈.,친구들과 자주 만나시나 보네요.
노력한 만큼 점수가 나온 것 같아.,좋은 결과를 가져 좋겠어요.
응. 아내는 항상 맛있는 저녁을 준비하고 나를 기다리는데 안정감을 느끼거든,항상 맛있는 저녁을 준비하고 기다리는 아내를 위해 오늘은 특별히 외식을 해보건 어때요?
혹시라도 내 고백을 거절하면 어쩌나 밤마다 잠도 못 잤어.,어떻게 해야 영희씨와 계속 행복할 수 있을까요?
그래도 내 친한친구 채영이가 취업때문에 스트레스 받지 않는 것 같아서 정말 다행이야.,옆에서 친구로 많이 응원해주시면 힘이 나지 않을까요?
오랫동안 걱정거리였는데 이제 끝이라니 뛸듯이 기뻐.,건강을 회복하셔서 이제 병원에 가지 않으셔도 된다니 정말 다행이에요.
응 이번에 시험이 나한테 쉬웠거든 더 열심히 공부해서 좋은 대학 갈 거야.,어떻게 열심히 공부하면 좋은 대학 갈 수 있을까요?
바닷가를 다녀올까 생각중이야.,두 분 다 몸 건강히 다녀오세요.
내가 정신이 없어서 고맙다고 말하지 못했어.,그렇다면 어떻게 하는 게 좋을까요?
사실 학교에서 따돌림을 당하고 있어서 너무 힘들었어.,그동안 많이 힘들었겠군요.
어느집에 비교해도 좋은것같아.,정말 행복하시겠어요.
응 아픈데가 없어.,관리하셔서 그런 건가요?
몇 년 동안 눈여겨보던 사업이라 진짜 잘 될 자신 있어.,사업이 잘되길 바라요.
내가 했다면 엉망이었을텐데 아내에게 참 고마워.,그 고마움을 아내에게 표현할 방법이 있을까요?
응 근데 여행가기까지 아직 시간이 많이 남아서 느긋하게 일정을 조율할수 있을것 같아.,좋은 여행되시길 바래요.
성적이 부족했나봐.,성적 때문이었군요.
아내는 너무 기뻐서 울더라고.,눈물이 날 정도로 행복한 순간이셨나봐요.
