P,S
그동안 다른 사람들보다 건강을 못 챙긴 거에 많이 후회스러워.,후회스러운 그 감정을 어떻게 하면 극복할 수 있을까요?
친구에게 지갑을 가방에 넣어서 가지고 다니라고 했어.,친구분께 드린 진심 어린 충고가 꼭 와닿았으면 좋겠어요. 
선배인 내가 해야 했을 일인데 후배들 보기 미안하고 부끄러워지네.,후배들에게 많이 미안한가 봐요.
아무래도 폭락할 것만 같아서 걱정이 이만저만이 아니야.,어떻게 하면 걱정이 줄어들까요?
혼자만 외딴섬에 갇힌 느낌이야.,부정적인 생각보다 긍정적인 마음을 가져보세요.
도움의 손길을 건네는 친구들에게 어떻게 대해야 할지 모르겠어.,어떻게 하면 가장 좋을까요?
돈 걱정없이 계절마다 여행을 다니는 그런 모습을 계획했었지.,계획을 진행하기 위해서 먼저 해야할 것들이 무엇이 있을까요?
신입이라서 어려운게 많아.,잘 해내실거라 믿어요.
뱀을 징그러워서 어떻게 먹나.,뱀도 챙겨 먹나 봐요.
내 자식에게 무슨 문제가 있어서 결혼을 못하는 건가 하는 생각까지 들어.,이 상황을 해결할 방법은 무엇이 있을까요?
생각해봐도 아무  분야도 관심이 없어. 난 한심해,진로 교사님과 상담해보는 것이 어떨까요?
여행을 가고 싶어서 상여금을 기다린건데 꼭 상여금이 나왔으면 좋겠어.,잘 되길 바라요.
이해가안간다,맞다
남자친구보다 훨씬 더 멋져 보이고 잘생겼어.,어떻게 하면 고민이 해결될까요?
그동안 못 봤던 영화를 보고 소설책을 읽고 싶어.,혼자만의 시간을 알차게 보내는 방법을 알고 계신 것 같아요. 
치료비로 벌서 수천만 원을 빌렸는데 앞으로도 계속 치료비가 필요해서 가족들 볼 면목이 없어.,주변에서 상황을 알고 계시나요?
그냥 자거나 게임을 해,주무시거나 게임으로 힘든 걸 이겨내시는군요.
나는 친구들이랑 잘 지냈다고 생각했는데 막상 부를 친구가 없더라고.,진정한 친구가 없다고 생각된다는 거죠?
되게 작은 회사고 연봉도 높지 않거든.,그래서 다른 멤버와 비교되었나 봐요.
점수가 창피해서 말을 못 하겠어.,시험 점수가 창피하시군요.
다른 병원에 전화해서 약을 지을 수 있는지 알아봐야겠어.,약을 지을 수 있길 바라요.
성적이 또 떨어졌어.,상심이 크시겠어요.
아직 만기 한참남았는데 왜 벌써 만기 문자가 왔지?,참 혼란스러운 상황이네요.
자유를 뺏기잖아.,제 도움이 필요하면 언제든 말해주세요.
그래도 온라인 대화는 좀 하는데 시간이 없다는 핑계로 전화를 잘 안 하는 것 같네.,그 외에 다른 사람과의 접촉이나 교류를 늘릴 방법은 어떤 게 있을까요?
나도 잘 모르는데 그 직원이 나를 오해해서 생긴 일이긴 했는데 너무 부끄러웠어.,그런 경우에는 어떻게 행동하면 부끄러운 상황을 벗어날 수 있을까요?
아이들 밥도 잘 챙겨주지 않아서 속상해.,일을 시작하면서 아이들 밥도 잘 챙겨주지 않는군요.
내가 말 실수를 해서 서로 오해를 하고 있어,앞으로 어떻게 하실 생각이신가요?
그 총각이 우리 집도 오고 이 동네를 다 돌아다녔는데 글쎄 사기꾼이었다네.,이 상황을 극복하기 위해서 어떻게 해야 할까요?
심리치료를 통해 마음을 바꿔볼려고 해.,그거 좋은 방법 같아요.
내 친구들은 진작에 취업했는데 나만 못나서 취업을 못 한 것 같아.,친구들에 비해 취업이 늦어져 자신감이 많이 떨어지셨나 봐요.
그동안 몸 관리를 너무 소홀히 했나 봐.,어떻게 해야 이 문제를 해결할 수 있을까요?
돈 문제 때문에 평소에도 다툼이 있었어.,이 상황을 해결하기 위해 어떻게 해야 할까요?
옹졸하게 행동한 나 자신이 부끄러워.,옹졸한 자신의 모습이 부끄러우시군요.
다들 아직은 멀쩡한데 나만 병에 걸렸으니 이 꼴을 보여줄 용기가 나지 않아.,병에 걸리신 모습을 보이시는 걸 신경 쓰고 계시는군요.
고등학교 진학 상담을 할수 없을 정도로 성적이 안좋아서 당황했어.,해결할수 있는 방법이 없을까요?
오늘 돈이 나가야 하는데 깜박하고 있었어.,오늘 돈이 나가야 하는데 통장에 돈이 없어 당황스러우시군요.
지난번에 빌려준 돈을 주식투자에 모두 날렸다고 하더군.,정말 상심이 크시겠어요.
부모님이 형말고 나한테는 관심이 없어.,관심이 없다고 느낄만한 일이 있으셨나요?
아들 유학비로 썻더라고.,정말 다행이네요.
건강을 챙길 여력은 없었거든.,앞으로는 어떻게 건강을 관리하실 계획이세요?
그것 하나 정하지 못하는 내가 한심해.,본인을 그렇게 생각하시는 군요.
나는 내가 맡은 역할만 하면 된다는 생각으로 참여했는데 모두 일을 떠넘기기에 급급해.,역할 이외에 일들이 늘어나고 있어 당황스럽군요.
원래부터 천식이 있었어.,사람들이 자꾸 보면 신경 쓰이시겠어요.
입대를 앞두고 혼자서 쓸쓸하게 입대 일을 기다리자니 외로워.,어떻게 하면 지금의 상황을 변화시킬 수 있을까요?
이대로 계속 만나도 괜찮을 지 고민을 많이 했어.,이 상황에서 할 수 있는 게 뭐가 있을까요?
우리 가족이 좋아하는 프로그램이 텔레비전에 나오고 있었는데 정전이 나버려서 가족 모두 당황했어.,정전이 났을 때 무엇을 하셨나요?
건강관리를 제대로 못 했나봐.,건강관리에 소홀하셨군요.
힘든 일은 다 나에게만 돌아 오는 것 같애.,그럼 이 상황을 어떻게 하실 생각이세요?
우리 부모님이 그러셔.,부모님이 핸드폰을 못보게 하셔서 화가 나신거 같아요.
다른사람들은 노후준비도 열심히 하는데 난 어떻게 살아야할지 앞길이 막막해.,열심히 노후준비를 분명 잘할수있을거예요.
건강하지 못하니까 외로워.,고립감이 드나봐요.
나보다 돈이 먼저라니 자식들이 혐오스러워.,이런 상황을 해결하려면 어떻게 해야 할까요?
자식들이 병원비도 부담하지 않고 용돈도 주지 않고 있어서 나는 이제 재정적으로 한계점에 다 다른 거 같아.,어떻게 하면 지금의 상황을 이겨낼 수 있을까요?
나는 끝까지 숨기고 싶었어.,어떻게 하면 끝까지 숨길 수 있었을까요?
응 그래서 다른 학과에 가야 하는지 고민스러워.,다른 학과로 목표를 바꿔야 하는지 고민이 많으시겠어요.
진작에 돈을 안모아서 늙어서 일하는거 봐.,제 도움이 필요하면 언제든 말해주세요.
이제 엄마 보기가 너무 무서워.,엄마께서는 다 이해해주지 않을까요?
친구들이 다들 환갑을 넘기고 나서 만나주지를 않아.,만나지 않는 이유가 무엇일까요?
병원을 가야 하는데 병원비가 없어.,병원비가 없으신가요.
내가 갑자기 이 집에서 존재감이 있기는 한가 그런 생각들이 막 들기 시작하는데.,외로운 마음을 어떻게 극복할 수 있을까요?
낭비하고 있다고,쓸때 써야지요
영어점수가 부족해. 영어학원을 다녀서 점수를 올릴 생각이야,영어학원을 통해 영어점수를 향상시키려고 하는군요.
단체 과제가 있었는데 아무도 말해주지 않아서 나만 몰랐어.,마음이 많이 속상하시겠어요 힘내세요.
건강하게 살았어야 했는데 후회가 되네.,건강했다면 재산을 더 물려줄 수 있다는 마음에 가슴 아프시군요
일은 제대로 못 하면서 이간질하고 윗사람한테 아부나 하고.,그런 걸 보면 어떻게 대응하세요?
건강관리 하나 똑바로 못했어.,제 도움이 필요하면 언제든 말해주세요.
적어도 일년은 교제하고 나서 결혼 이야기를 꺼내는 게 순리인데 조금 황당하네.,어떻게 해야 지금의 상황을 바꿀 수 있을까요?
은퇴를 앞뒀는데도 모아둔 돈이 하나도 없거든.,좋은 날이 오도록 제가 응원해드릴게요.
응 너무 부끄러워.,정말 축하드려요.
아침에 누워서 핸드폰 보면 초점이 잘 안맞아서 나도 모르게 멀찌감치 떨어뜨려 보게 되는 거 있지?,제가 의사는 아니지만 그건 그냥 아침이라서 그런 것 아닐까요?
말거는거 자체가 부끄러워.,잘 해내실거라 믿어요.
내 적성에 맞지 않는 일이야.,처리하느라 힘드시겠어요.
이렇게 시골에 살아서 그런것도 있지만 너무 고립된 것같아.,인간의 삶에서 연결되어잇다는 기분이 중요한데 그러시다니 안타까워요!
사실 얼마전에 회사를 그만두었다.,어떻게 하시게요?
다들 내 진로에 대해 관심이 없어.,어떤 진로를 원하세요?
아니 일방적으로 맞아서 당황스러워.,싸운 게 아니고 맞으신거군요.
당황했다기보다 나의 죽음으로 자신의 노후를 준비하려는 생각이 혐오스럽네.,그렇게 생각할 수 있지만 재정의 큰 축인 남편이 없을 경우를 대비한 것은 아닐까요?
친구들과 만나 즐거운 대화시간을 많이 가져야 할 것 같아.,즐거운 대화를 통해 죽음을 잊는 방법 정말 좋은데요.
많은 사람의 환호성에 정신이 없었어.,이 상황을 어떻게 하면 좋을까요?
남들 시선을 의식하느라 남편에게 상처를 준 것 같아.,이 상황을 극복하려면 어떻게 해야 할까요?
하지만 몇 달 동안 계속 지속하니 힘이 드네.,어떻게 극복 할 수 있을까요?
가끔씩 나를 없는 사람 취급을 해.,상심이 크시겠어요.
내가 없는 오랜 시간동안 이웃들이 모두 고향을 떠나간 것 같아.,이 상황에서 할 수 있는 게 어떤 것이 있을까요?
학교에서 시끄럽게 공부 방해하는 한심한 친구들.,공부에 방해돼서 속상하시겠어요.
우리 부부만 재혼 부부라 약간 눈치가 보여.,평소 재혼 여부를 중요하게 생각하시는 편이신가요?
오랜만에 만나는 건데 이런 모습이라니 너무 신경 쓰여.,지금 내일을 위해서 할 수 있는 건 어떤 게 있을까요?
난 대학에 가는 것보다 공무원 준비를 하는 게 더 낫다고 생각하는데 부모님이 반대할 것 같아.,어떻게 해야 지금의 상황을 변화시킬 수 있을까요?
일흔에 만성질환이 심해.,힘내시길 바라요.
내가 무릎 관절이 좋지도 않아서 적당한 일자리를 찾아주기도 어려웠을 거라 더 난감하네.,이런 난감한 상황에서는 어떡해야할까요?
일만 하느라 건강관리에 소홀했나 봐.,건강관리에 소홀하지 않기 위해 무엇을 해야 할까요?
친구들이라고 하더라도 함께 목욕하는 건 처음이어서 좀 당황했지.,그런 경우에 어떻게 상황을 변화시킬 수 있을까요?
전염성 질환이 유행하는데 마스크를 하지 않고 지금 당장의 즐거움만 추구하는 사람들이 혐오스러워.,타인의 건강을 위해 배려하지 않는 모습이 혐오스러우시군요.
"네, 동료들도 이해해 주겠죠?",동료분들께 말씀드려봤나요?
좀 더 열심히 했었으면 하는 아쉬움이 계속 남아.,아쉬움을 어떻게 이겨낼 수 있을까요?
나는 밖에 산책 나가고 그런 걸 좋아하는데 남편은 내가 그런 줄 모르더라고.,은미님의 취향을 잘 알지 못하고 있었네요.
남들이 보는 눈이 무섭다는 것을 느꼈어 이제 나는 폭력은 쓰지않아.,폭력을 쓰지않기로 생각하신거군요.
나도 멋진 직장인으로 일하고 싶은데.,그런데요?
아 내가 전부터 이혼 이야기를 꺼내더니 결국 이렇게 됐네.,속상하고 외로우시겠어요.
사실 내가 병원비 얘기를 꺼냈어.,병원비를 해결하기 위해 어떻게 해야 할까요?
노후준비를 어떻게 해야 할지 혼란스러워.,어떻게 하면 지금 감정을 잘 극복할 수 있을까요?
악기를 연주하거나 체육을 잘하는 친구들이 많은데 난 음악이나 체육 모두 못하거든.,지금의 속상한 감정을 이겨내려면 어떤 방법이 있을까요?
삼개월마다 병원가지,코로나로 못 만나서 대인관계가 힘드시군요.
갈수록 자신감이 떨어져.,왜 그런 마음이 드신 거예요?
친구가 너무 없어.,고민이 많으시겠네요.
내가 머리도 좋고 몸도 좋은데 말이야.,왜 비교를 하는 걸까요?
가뜩이나 노산이라 더 건강을 관리해야 하는데 나는 왜 이렇게 게으를까? ,주변에 건강관리를 도와주실 분이 있다면 어떠실 것 같아요?
그래서 그런지 회사 이야기를 해도 업무처리 방식이나 조직문화가 다르니 나만 못 끼는 것 같고 다들 티는 안내지만 당황하는 것 같아.,회사 이야기를 할 때마다 고립되는 느낌이 들어 많이 당황하셨겠어요.
응 결제하려고 보니까 없네.,많이 당황하셨겠어요.
엄마는 항상 오빠와 나를 비교해.,오빠와 비교를 당해서 정말 속상하셨군요.
혐오식품들 먹는 사람들 있잖아.,아 무슨 말인지 충분히 알 것 같아요.
